,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
3317,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2418-simon-pueblo-libre-lima-lima-sembra-inmobiliaria,Simón,-12.07210452047598,-77.06962609343464,Avenida Simón Bolívar 1451,Pueblo Libre,En construcción,"31 de Diciembre, 2024",Banco BANBIF,"['Gimnasio', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,4,"Pisos: 3, 5, 8, 10",1,37.62 m2,"S/ 257,500"
3678,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 150,Piso: 3,3,54.87 m2,"S/ 85,695"
4180,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2306-villa-convivium-2-magdalena-del-mar-lima-lima-grupo-caral,Villa Convivium 2,-12.0952671,-77.0723793,Jirón Salaverry 245 cruce con jirón Tacna,Magdalena Del Mar,En construcción,"30 de Abril, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,3D - 12,"Pisos: 2, 4, 8, 10",3,71.33 m2,"S/ 486,815"
407,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2905-bravo-san-borja-lima-lima-grupo-mg,Bravo,-12.102983625557233,-77.01111322460335,Av. Parque Sur 750,San Borja,En construcción,"31 de Mayo, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Terraza']",flat,5 -III,"Pisos: 10, 11, 12",3,76.58 m2,"S/ 677,165"
1773,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1816-central-home-cercado-de-lima-lima-lima-casa-bonita,Central Home,-12.0736234,-77.034891,Av Petit Thouars 951,Cercado de lima,Entrega inmediata,"31 de Diciembre, 2022","Banco BANBIF, Banco BCP, BBVA, Banco de Comercio, Banco Pichincha, Banco GNB, Banco Interbank, Banco Scotiabank","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Zona de Parrillas']",flat,Tipo 4,Pisos: 2 y 7,1,53.38 m2,"S/ 384,900"
5512,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1988-arequipa-miraflores-lima-lima-actual,Arequipa,-12.1097102,-77.03034250000002,Av Arequipa 4405 miraflores,Miraflores,Entrega inmediata,"30 de Diciembre, 2023",BBVA,"['Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,TIPO 10,Pisos: Entre 8 al 15,1,72.69 m2,"S/ 644,860"
2529,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2506-ocean-avenue-pueblo-libre-lima-lima-servipro,OCEAN AVENUE,-12.0749761,-77.0631473,Av. Sucre 425-437,Pueblo Libre,En construcción,"15 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,XT02,Piso: 1,1,57.19 m2,"S/ 368,000"
6093,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1415-edificio-vista-brasil-magdalena-del-mar-lima-lima-grupo-mg,Edificio Vista Brasil,-12.0937624409906,-77.06951558507207,Av. Brasil 3784,Magdalena Del Mar,Entrega inmediata,"31 de Octubre, 2023","Banco BANBIF, Banco BCP, BBVA, Banco Interbank, Banco Scotiabank","['Gimnasio', 'Sala de Niños', 'Zona de Parrillas', 'Otros']",flat,A3,"Pisos: 2, 4, 6, 7",3,73.00 m2,"S/ 436,400"
6221,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3331-high-life-surquillo-lima-lima-madrid-inmobiliaria,High Life,-12.123799,-77.0041536,Av. Tomás Marsano 2353,Surquillo,En planos,"31 de Diciembre, 2026","Banco BANBIF, Banco BCP, BBVA, Banco Interbank, Banco Scotiabank","['Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,Flat 2204,Piso: 22,1,47.12 m2,"S/ 301,800"
4393,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3208-girasol-jesus-maria-lima-lima-abril-grupo-inmobiliario,Girasol,-12.0757356,-77.0507258,"Av. Mello Franco 341, Jesús María 15072",Jesus Maria,En planos,"31 de Julio, 2026",Banco Scotiabank,"['Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,GIR X10B,Pisos: Entre 5 al 17,2,57.02 m2,"S/ 371,542"
565,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1971-homie-pueblo-libre-lima-lima-akamai,HOMIE,-12.0844547624298,-77.0688969484313,JR Amazonas 706,Pueblo Libre,Entrega inmediata,"30 de Abril, 2023",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Cancha de Fulbito', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de cine', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,T 06,Piso: 12,3,66.10 m2,"S/ 402,052"
289,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1974-invent-chorrillos-chorrillos-lima-lima-invent,Invent Chorrillos,-12.1661626,-77.0245367,Calle José Olaya 225,Chorrillos,Entrega inmediata,"29 de Febrero, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 1,"Pisos: 2, 3, 4, 9",2,71.51 m2,"S/ 468,590"
5577,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3334-residencial-green-life-chorrillos-lima-lima-verones-grupo-inmobiliario,Residencial Green Life,-12.176865728505682,-77.0041376935666,Los Gorriones 490,Chorrillos,En planos,"09 de Abril, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,203,Piso: 2,3,67.68 m2,"S/ 376,639"
2137,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3241-residencial-sukha-surquillo-lima-lima-vienna-grupo-inmobiliario,Residencial Sukha,-12.12326071948405,-77.0046061365875,Av. Tomás Marsano 2293,Surquillo,En planos,"30 de Abril, 2026",Banco Interbank,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,1A,Pisos: Entre 2 al 22,2,58.34 m2,"S/ 403,900"
1377,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3003-edificio-unique-surquillo-lima-lima-grupo-cygnus,Edificio Unique,-12.1196483,-77.0048887,juan bielovucic 267 surquillo,Surquillo,En planos,"31 de Diciembre, 2024",Banco BCP,"['Lobby', 'Terraza', 'Zona de Parrillas']",duplex,Tipo 802,Piso: 8,3,153.95 m2,"S/ 982,800"
4682,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2361-paseo-de-la-arboleda-4-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,PASEO DE LA ARBOLEDA 4,-12.14157370047621,-77.01076472165404,jr combate de angamos 542,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,N-Tipo 2,Pisos: Entre 1 al 9,2,75.00 m2,"S/ 427,000"
4779,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2819-aliaga-750-magdalena-del-mar-lima-lima-v&v-grupo-inmobiliario,ALIAGA 750,-12.0907667,-77.0577393,juan de aliaga 750,Magdalena Del Mar,En planos,"31 de Julio, 2026",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 6,Pisos: Entre 3 al 25,2,63.30 m2,"S/ 493,000"
941,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3369-residencial-astete-2608-santiago-de-surco-lima-lima-grupo-dicon,RESIDENCIAL ASTETE 2608,-12.1331091,-76.9898439,AV ALEJANDRO VELASCO ASTETE 2608,Santiago De Surco,En construcción,"28 de Febrero, 2025",Banco Interbank,['Lobby'],flat,TIPO 2,Pisos: 3 y 4,3,102.48 m2,"$ 200,539"
5725,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3190-lomas-de-carabayllo-etapa-4-carabayllo-lima-lima-padova,Lomas de Carabayllo Etapa 4,-11.885806345495428,-77.03114028937699,"calle 3, carabayllo",Carabayllo,En construcción,"19 de Junio, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Cancha de Fulbito', 'Club House', 'Jardin interior', 'Minimarket', 'Parque privado', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia']",duplex,D-03,Piso: 5,4,104.27 m2,"S/ 270,125"
3543,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2476-eco-style-magdalena-del-mar-lima-lima-fundamenta,Eco Style,-12.09463,-77.0559741,Av. Javier Prado Oeste 2361,Magdalena Del Mar,En construcción,"30 de Diciembre, 2025",Banco Interbank,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,4,Piso: 20,2,59.48 m2,"S/ 484,132"
1444,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3214-boulevard-icaro-chorrillos-lima-lima-capac-asociados,BOULEVARD ÍCARO,-12.1766666,-77.00124029999999,Calle ícaro 136,Chorrillos,En planos,"31 de Diciembre, 2026",Financiamiento Propio,"['Jardin interior', 'Lobby', 'Zona de Parrillas']",flat,AX03A,"Pisos: 1, 3, 5, 7, 8",3,62.50 m2,"S/ 339,678"
4759,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,609,Piso: 6,2,61.15 m2,"S/ 479,000"
1798,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2300-garden-tower-jesus-maria-lima-lima-palace,Garden Tower,-12.073268032970883,-77.04755367626828,Avenida Jose Maria Plaza 425,Jesus Maria,Entrega inmediata,"31 de Octubre, 2023","Banco BANBIF, Banco BCP, BBVA, Banco Pichincha, Banco GNB, Banco Interbank, Banco Scotiabank, Otros","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala de Internet', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO 4,"Pisos: 3, 5, 6, 8, 9",3,75.10 m2,"S/ 562,530"
4745,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,302,Piso: 3,3,71.89 m2,"S/ 672,000"
5118,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3426-eco-style-etapa-2-magdalena-del-mar-lima-lima-fundamenta,Eco Style - Etapa 2,-12.0946441,-77.0559707,Javier Prado Oeste 2361,Magdalena Del Mar,En planos,"31 de Enero, 2027",Banco Interbank,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Zona de Lavandería', 'Zona de Parrillas']",flat,7,Piso: 2,2,72.76 m2,"S/ 557,865"
4750,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,405,Piso: 4,3,80.60 m2,"S/ 671,000"
2699,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2304-acacias-del-chipe-piura-piura-piura-edifica,Acacias del Chipe,-5.183968,-80.6577985,Prolongación los Tallanes S/N,Piura,En construcción,"01 de Agosto, 2024",Financiamiento Propio,"['Areas verdes', 'Lobby']",flat,Tipo 2,Pisos: 1 y 2,3,82.05 m2,"S/ 368,600"
5491,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3323-aramburu-living-san-isidro-lima-lima-grupo-t&c,ARAMBURU LIVING,-12.102394,-77.0248317,Av. Aramburú 535. San Isidro,San Isidro,En planos,"30 de Abril, 2027",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,15,Pisos: Entre 14 al 22,1,59.74 m2,"S/ 435,336"
3889,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2900-catari-371-san-miguel-lima-lima-grupo-brocksa,CATARI 371,-12.0752445,-77.10035479999999,Hermanos Catarí 371,San Miguel,En construcción,"30 de Abril, 2025",BBVA,"['Sala de usos Múltiples', 'Terraza']",duplex,duplex804,Piso: 8,2,121.73 m2,"S/ 629,000"
2968,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2953-elysee-pueblo-libre-lima-lima-arteco,Elysée,-12.07995105043442,-77.05823040125965,Av. Brasil 2260,Pueblo Libre,En planos,"25 de Noviembre, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de cine', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,1,Pisos: Entre 5 al 22,3,71.51 m2,"S/ 460,000"
2422,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2786-los-recaudadores-27-ate-lima-lima-in-urban,LOS RECAUDADORES 27,-12.079982524279432,-76.98051449410293,AV PARACAS 876 URB LOS RECAUDADORES SALAMANCA ATE,Ate,Entrega inmediata,"31 de Enero, 2024","Banco BANBIF, Banco BCP, BBVA, Banco de Comercio, Banco Pichincha, Banco GNB, Banco Interbank, Banco Scotiabank, Otros","['Zona de Parrillas', 'Otros']",flat,E,Pisos: 8 y 9,2,65.78 m2,"S/ 382,346"
1293,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3407-altaris-miraflores-lima-lima-capac-asociados,ALTARIS,-12.1255357,-77.00375249999999,av. tomás marsano 2550,Miraflores,En planos,"31 de Diciembre, 2026",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,X02,Pisos: Entre 2 al 15,2,70.25 m2,"S/ 532,000"
4260,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Tipo 07,Pisos: Entre 2 al 11,1,40.80 m2,"S/ 350,000"
2692,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3004-mf-work-living-apartments-miraflores-lima-lima-hl-desarrollos-inmobiliarios,MF Work & Living Apartments,-12.132635076376337,-77.0219074363895,Av. Paseo de la República N° 6334 - 6338,Miraflores,En construcción,"31 de Enero, 2026",BBVA,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Sauna', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 8,Pisos: 16 y 17,1,41.05 m2,"S/ 396,800"
1959,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3390-residencial-seiss-comas-lima-lima-lider,RESIDENCIAL SEISS,-11.933657810275037,-77.06357006354521,Calle 18,Comas,En planos,"31 de Octubre, 2026",BBVA,"['Areas verdes', 'Boulevard peatonal', 'Cuarto servicio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,T03,Pisos: Entre 2 al 17,2,57.42 m2,"S/ 258,700"
4453,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2933-the-lead-san-isidro-lima-lima-edifica,The Lead,-12.093732,-77.0266056,"Av rivera navarrete 665, san isidro",San Isidro,En construcción,"31 de Diciembre, 2025",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 5,Pisos: Entre 2 al 17,1,45.00 m2,"S/ 532,971"
2144,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2324-park-living-cercado-de-lima-lima-lima-eureka,Park Living,-12.073939,-77.0347651,Av. Petit Thouars 965,Cercado de lima,Entrega inmediata,"01 de Enero, 2024",Banco Pichincha,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 5,Pisos: Entre 5 al 12,2,46.05 m2,"S/ 354,720"
3949,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2744-alborada-ii-san-miguel-lima-lima-grupo-mg,ALBORADA II,-12.085065492036632,-77.09353208541872,Av. La Paz 1147,San Miguel,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Jardin de niños', 'Sala de usos Múltiples', 'Terraza']",flat,8,"Pisos: 3, 4, 12, 13",2,53.50 m2,"S/ 295,150"
4997,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3180-mum-363-magdalena-del-mar-lima-lima-tale-inmobiliaria,MUM 363,-12.0949881,-77.0552728,Av. Javier Prado Oeste 2291,Magdalena Del Mar,En planos,"31 de Diciembre, 2026",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,X18-B,"Pisos: 3, 5, 7, 9, 11",2,70.01 m2,"S/ 555,000"
6263,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3346-kauri-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Kaurí,-12.0778469,-77.06881729999999,Av Manuel Cipriano Dulanto 1351,Pueblo Libre,En planos,"30 de Noviembre, 2026",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,KAU - 307 AL 2007,Pisos: Entre 5 al 20,3,71.67 m2,"S/ 422,789"
2023,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2945-aldabas-de-las-gardenias-edificio-residencial-116-santiago-de-surco-lima-lima-grupo-dicon,ALDABAS DE LAS GARDENIAS EDIFICIO RESIDENCIAL 116,-12.12620827016325,-76.98422297768116,Calle Aldabas 116 Esquina con Jr Batallón Callao Sur,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO 9,Piso: 4,3,99.08 m2,"$ 194,203"
2144,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2324-park-living-cercado-de-lima-lima-lima-eureka,Park Living,-12.073939,-77.0347651,Av. Petit Thouars 965,Cercado de lima,Entrega inmediata,"01 de Enero, 2024",Banco Pichincha,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 5,Pisos: Entre 5 al 12,2,46.05 m2,"S/ 354,720"
1987,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3394-vision-prado-san-borja-lima-lima-inmovision,VISIÓN PRADO,-12.0883805,-77.0028373,Av. Javier Prado Este 2232,San Borja,En planos,"31 de Agosto, 2026",Otros,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techo Panorámico', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X02,Pisos: Entre 2 al 18,3,67.47 m2,"S/ 493,982"
1729,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3041-soho-select-miraflores-lima-lima-soho-inmobiliaria,Soho Select,-12.130523,-77.0276645,Calle Santa Isabel 194,Miraflores,En construcción,"30 de Agosto, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,203,Piso: 2,1,62.00 m2,"S/ 682,300"
104,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2686-escallonia-jesus-maria-lima-lima-abril-grupo-inmobiliario,Escallonia,-12.0841535,-77.0496504,Jiron Inca Ripac 315,Jesus Maria,En construcción,"31 de Julio, 2024",Banco Scotiabank,"['Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,ESC-102,Piso: 1,3,54.91 m2,"S/ 413,046"
5453,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1693-mar-de-plata-ii-san-miguel-lima-lima-grupo-mg,Mar de Plata II,-12.0796903,-77.0817833,Avenida Universitaria 838,San Miguel,Entrega inmediata,"31 de Octubre, 2023","Banco BANBIF, Banco BCP, BBVA, Banco Interbank, Banco Scotiabank","['Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,4,"Pisos: 3, 7, 19",3,65.30 m2,"S/ 416,000"
1849,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2596-legado-jesus-maria-lima-lima-invent,LEGADO,-12.0820984,-77.0499681,"Jesús María, Av San Felipe 785 -787",Jesus Maria,En planos,"31 de Diciembre, 2025",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Karaoke', 'Piscina', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Otros']",duplex,D5,Piso: 22,3,109.47 m2,"S/ 646,725"
4138,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2559-residencial-vernazza-san-miguel-lima-lima-dkasa,Residencial Vernazza,-12.076657250901755,-77.10004986811776,Av. Andres Razuri 364 San Miguel,San Miguel,En construcción,"30 de Junio, 2025","Banco BCP, Otros","['Lobby', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas']",flat,A,"Pisos: 11, 12, 13, 14, 15",1,41.30 m2,"S/ 284,000"
6008,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2232-mar-adriatico-san-miguel-lima-lima-procity,MAR ADRIATICO,-12.07394823255852,-77.09239034773563,Calle Intisuyo 317 San Miguel,San Miguel,En construcción,"30 de Diciembre, 2024",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,4 B,Piso: 7,2,65.50 m2,"S/ 478,800"
6003,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3363-slim-lince-lima-lima-grupo-tyc,SLIM,-12.080354963790509,-77.0348507088109,"Av. Arequipa 1587, Lince",Lince,En planos,"31 de Diciembre, 2026",Financiamiento Propio,"['Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 11A,Pisos: Entre 3 al 23,2,55.34 m2,"S/ 371,059"
3207,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2779-central-apartments-la-mar-miraflores-lima-lima-paz,Central - Apartments La Mar,-12.1112499004877,-77.04749999763371,Av. Mariscal La Mar 1062,Miraflores,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,2,"Pisos: 9, 10, 11, 12",3,92.31 m2,"S/ 795,671"
6032,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3051-upper-28-miraflores-lima-lima-edifica,Upper 28,-12.1270154,-77.02883159999999,Av. 28 de julio 551,Miraflores,En construcción,"31 de Diciembre, 2025",Financiamiento Propio,"['Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,7,Pisos: Entre 8 al 15,2,60.01 m2,"S/ 636,605"
1765,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3359-insight-san-isidro-lima-lima-conforta-inmobiliaria,INSIGHT,-12.0955087,-77.0128064,Galvez barrenechea 465 san isidro,San Isidro,En planos,"31 de Agosto, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,E,"Pisos: 4, 6, 7",1,40.00 m2,"$ 103,000"
1063,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2387-verah-condominio-etapa-3-santiago-de-surco-lima-lima-akamai,Verah Condominio - Etapa 3,-12.143767024768092,-77.01270103209563,Jr. Peña Rivera 400 cruce con Jr. Diego Ferré,Santiago De Surco,En planos,"31 de Agosto, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,EDIF 7 - X03,Pisos: Entre 2 al 9,2,64.56 m2,"S/ 310,000"
4188,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2964-look-surquillo-surquillo-lima-lima-mahpsa--corporacion-inmobiliaria,Look Surquillo,-12.1193131,-77.0189623,Av. Mariscal Cáceres 621,Surquillo,En construcción,"30 de Septiembre, 2024",Banco BCP,"['Lobby', 'Piscina', 'Sala de cine', 'Sala de Internet', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,x07,"Pisos: 5, 6, 9, 12",2,58.83 m2,"S/ 398,483"
