,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
5737,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2877-torre-tale-primavera-etapa-i-san-borja-lima-lima-tale-inmobiliaria,TORRE TALE PRIMAVERA - ETAPA I,-12.110887994060198,-76.99418302794139,"Av. San Luis esquina Av. Angamos Este, esquina Av. Géminis, esquina Jr. Pablo Usandizaga",San Borja,En planos,"31 de Marzo, 2027",Otros,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Parrillas']",flat,T1-X09,Pisos: Entre 5 al 10,2,57.00 m2,"S/ 430,000"
4272,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 1209,Piso: 12,2,68.08 m2,"S/ 535,000"
4219,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 802,Piso: 8,3,68.48 m2,"S/ 551,000"
1773,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1816-central-home-cercado-de-lima-lima-lima-casa-bonita,Central Home,-12.0736234,-77.034891,Av Petit Thouars 951,Cercado de lima,Entrega inmediata,"31 de Diciembre, 2022","Banco BANBIF, Banco BCP, BBVA, Banco de Comercio, Banco Pichincha, Banco GNB, Banco Interbank, Banco Scotiabank","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Zona de Parrillas']",flat,Tipo 4,Pisos: 2 y 7,1,53.38 m2,"S/ 384,900"
6161,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3310-miramar-etapa-iii-san-bartolo-lima-lima-octagon,Miramar Etapa III,-12.382147633735247,-76.78467039739293,Urbanización Casco Urbano San Bartolo Manzana Z 2 Lote 1,San Bartolo,En planos,"30 de Septiembre, 2026",BBVA,"['Área de juegos para niños', 'Club House', 'Gimnasio', 'Piscina', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 7,Pisos: Entre 2 al 9,3,68.99 m2,"S/ 416,000"
5884,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3342-alborada-iii-san-miguel-lima-lima-grupo-mg,ALBORADA III,-12.0866944,-77.0911878,Av. La paz 839,San Miguel,En planos,"31 de Diciembre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,A5f,Piso: 18,2,69.20 m2,"S/ 336,660"
2708,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2962-eighth-avenue-jesus-maria-lima-lima-beca-inmobiliaria,Eighth Avenue,-12.0849922,-77.0551871,Calle Estados Unidos 831,Jesus Maria,En construcción,"30 de Abril, 2025",Banco Scotiabank,"['Lobby', 'Piscina', 'Terraza']",flat,X03,Pisos: Entre 2 al 8,2,66.07 m2,"S/ 558,829"
5679,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2307-benavides-1130-miraflores-lima-lima-v&v-grupo-inmobiliario,BENAVIDES 1130,-12.1260466,-77.02076629999999,AV. BENAVIDES 1130,Miraflores,En construcción,"31 de Octubre, 2024","Banco BANBIF, Banco BCP, BBVA, Banco Pichincha, Banco Interbank, Banco Scotiabank","['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,Tipo 7-C,"Pisos: 12, 13, 14, 15",2,69.60 m2,"S/ 674,000"
5125,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2940-amaranta-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Amaranta,-12.0720557,-77.0628819,Av Bolivar 959,Pueblo Libre,En construcción,"30 de Enero, 2026",Banco Scotiabank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,AMT - 1301 y 1401,Pisos: 13 y 14,1,45.68 m2,"S/ 305,246"
4942,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2308-smart-a-cercado-de-lima-lima-lima-grupo-mg,Smart A,-12.075119780588828,-77.03295750381471,Jr. Enrique Barron 1149,Cercado de lima,Entrega inmediata,"31 de Octubre, 2023",Banco Interbank,"['Lobby', 'Otros']",flat,TIPO 1,Piso: 8,2,66.90 m2,"S/ 467,960"
3120,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3404-bloom-surquillo-lima-lima-mahpsa--corporacion-inmobiliaria,BLOOM,-12.1117704,-76.9971736,Av. Angamos Este 2600 al 2606,Surquillo,En construcción,"31 de Marzo, 2026",Banco BCP,"['Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,X01,Pisos: Entre 3 al 21,1,34.76 m2,"S/ 252,294"
3215,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2999-lilas-lince-lima-lima-abril-grupo-inmobiliario,Lilas,-12.0910776,-77.0416679,Jiron Pezet y Monel 2728,Lince,En construcción,"30 de Marzo, 2025",Banco Scotiabank,['Lobby'],flat,LIL-506AL606,Pisos: 5 y 6,2,71.60 m2,"S/ 614,787"
2184,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3325-edificio-sialia-jesus-maria-lima-lima-grupo-cygnus,Edificio Sialia,-12.0736972,-77.0466613,"Av. 6 de Agosto 1184, Jesús María",Jesus Maria,En planos,"31 de Mayo, 2027",Banco BCP,"['Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 6,Pisos: Entre 3 al 17,3,65.66 m2,"S/ 449,429"
1685,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3119-hercelles-la-victoria-lima-lima-balance-grupo-inmobiliario,HERCELLES,-12.0868088,-77.0229109,Jirón Oswaldo Hercelles 266,La Victoria,En planos,"30 de Septiembre, 2025",Banco Interbank,"['Lobby', 'Sala de usos Múltiples', 'Otros']",flat,X02,"Pisos: 1, 2, 3, 5, 6",2,60.06 m2,"S/ 423,000"
355,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3351-residencial-salamanca-de-monterrico-18-ate-lima-lima-eficaxx-grupo-inmobiliario,Residencial Salamanca de Monterrico 18,-12.079186236119265,-76.98660629090591,Calle Las Avellanas 185,Ate,En planos,"31 de Octubre, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO 4A,"Pisos: 2, 4, 6, 8",2,52.17 m2,"S/ 329,100"
3829,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3221-casa-barranco-195-barranco-lima-lima-gdc-inmobiliaria,Casa Barranco 195,-12.1409252,-77.0201024,Bustamante 195,Barranco,En planos,"30 de Junio, 2025",Banco Scotiabank,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,X02,Pisos: 2 y 6,1,40.89 m2,"S/ 392,694"
501,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3168-santa-rafaela-san-miguel-lima-lima-mye-grupo-inmobiliario,SANTA RAFAELA,-12.0640787,-77.1011752,AV. PIO XII 318,San Miguel,En planos,"31 de Julio, 2025",BBVA,"['Lobby', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,2,Pisos: Entre 10 al 18,3,76.00 m2,"S/ 408,000"
2946,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2560-nossa-jesus-maria-lima-lima-grupo-tyc,NOSSA,-12.0658912,-77.0458367,Avenida Brasil 657,Jesus Maria,Entrega inmediata,"31 de Diciembre, 2019","Banco BCP, BBVA, Banco Interbank","['Área de juegos para niños', 'Jardin de niños', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,DÚPLEX 2005,Piso: 20,2,112.94 m2,"S/ 668,336"
1947,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3364-los-alamos-de-carmenca-san-miguel-lima-lima-inmobiliaria-josa,Los Alamos de Carmenca,-12.07380834592151,-77.0978454331716,Calle Carmenca 130,San Miguel,En construcción,"31 de Agosto, 2025",Banco BANBIF,"['Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO 9,Piso: 10,2,61.22 m2,"S/ 356,610"
3841,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2251-invent-cuba-jesus-maria-lima-lima-invent,Invent Cuba,-12.0749496,-77.04648759999999,Av. Cuba 1142,Jesus Maria,En construcción,"31 de Diciembre, 2024",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,2,"Pisos: 18, 19, 20, 21",3,74.93 m2,"S/ 503,191"
2589,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3376-naxos-jesus-maria-lima-lima-ifi-inmobiliaria,NAXOS,-12.0797597,-77.0492377,Jr Huascar 1787,Jesus Maria,En planos,"31 de Diciembre, 2025",Banco Interbank,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,2,"Pisos: 4, 6, 8, 10",1,43.00 m2,"S/ 339,000"
174,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3184-anturio-lince-lima-lima-abril-grupo-inmobiliario,Anturio,-12.0904655,-77.03665360000001,Jr. Mariscal Miller 2648,Lince,En construcción,"31 de Mayo, 2025",BBVA,"['Lobby', 'Otros']",flat,ANT X4,"Pisos: 1, 2, 4, 5",2,80.09 m2,"$ 220,169"
4324,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1784-emerald-pueblo-libre-pueblo-libre-lima-lima-fai-inmobiliaria,Emerald Pueblo Libre,-12.076447,-77.0562874,Calle Jose Ugarteche 101 Pueblo Libre,Pueblo Libre,Entrega inmediata,"31 de Diciembre, 2023","Banco BCP, Otros","['Área de juegos para niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,X8,Pisos: 5 y 9,3,64.84 m2,"S/ 455,042"
3951,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2744-alborada-ii-san-miguel-lima-lima-grupo-mg,ALBORADA II,-12.085065492036632,-77.09353208541872,Av. La Paz 1147,San Miguel,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Jardin de niños', 'Sala de usos Múltiples', 'Terraza']",flat,9,Pisos: Entre 3 al 13,2,51.80 m2,"S/ 296,820"
877,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3318-gaviotas-176-chorrillos-lima-lima-v&v-grupo-inmobiliario,Gaviotas 176,-12.182188,-77.007618,"Av. Las Gaviotas 176, Chorrillos 15064",Chorrillos,En planos,"31 de Mayo, 2027",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,T2X106,Piso: 1,2,57.42 m2,"S/ 303,000"
6334,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2989-the-park-cercado-de-lima-lima-lima-inversiones-tierra-blanca,THE PARK,-12.062689220117802,-77.0770292682218,Santa Mariana de Paredes 494,Cercado de lima,En planos,"31 de Julio, 2025",Banco BCP,"['Lobby', 'Otros']",flat,TIPO 3,"Pisos: 2, 3, 6, 7",3,68.00 m2,"S/ 452,800"
1483,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3328-vernazza-jesus-maria-lima-lima-toratto-grupo-inmobiliario,VERNAZZA,-12.0844102,-77.0499588,JIRON INCA RIPAC Nº 338,Jesus Maria,En planos,"31 de Diciembre, 2025",BBVA,"['Jardin interior', 'Lobby']",flat,VER-02,Pisos: Entre 2 al 9,2,70.18 m2,"S/ 603,548"
5102,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2580-aldana-bella-la-victoria-lima-lima-stella-inmobiliaria,ALDANA BELLA,-12.0863505,-77.010325,AV LUIS ALDANA 255-257,La Victoria,En construcción,"31 de Agosto, 2024",Banco BCP,"['Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",duplex,Tipo 7,Piso: 7,3,72.62 m2,"S/ 597,672"
602,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2782-lord-nelson-419-miraflores-lima-lima-lateral,LORD NELSON 419,-12.112305195913558,-77.0400981900457,Calle Lord Nelson N° 419 esq. con Calle Mariscal Sucre N° 183,Miraflores,En planos,"30 de Junio, 2025",Banco BCP,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Otros']",flat,FL-301,Piso: 3,3,135.25 m2,"$ 462,020"
5177,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2940-amaranta-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Amaranta,-12.0720557,-77.0628819,Av Bolivar 959,Pueblo Libre,En construcción,"30 de Enero, 2026",Banco Scotiabank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,AMT - 301 y 401,Piso: 4,1,46.13 m2,"S/ 295,323"
3299,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3428-parque-rosales-miraflores-lima-lima-orizzonte-grupo-inmobiliario,Parque Rosales,-12.1294347,-77.0025179,"Calle Paseo Los Rosales N° 153, Miraflores.",Miraflores,En planos,"30 de Junio, 2025",Banco Interbank,['Lobby'],flat,303,Piso: 3,2,94.80 m2,"$ 194,845"
3984,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2957-luup-san-isidro-lima-lima-cantabria,LUUP,-12.0912812,-77.02922319999999,Av. Javier Prado 457,San Isidro,En planos,"30 de Septiembre, 2026",Banco BCP,"['Areas verdes', 'Boulevard peatonal', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de cine', 'Sala de Internet', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,Tipo 4,Pisos: Entre 3 al 22,1,38.50 m2,"S/ 390,000"
5179,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3247-parque-rospigliosi-pueblo-libre-lima-lima-concreta-grupo-inmobiliario,Parque Rospigliosi,-12.0820372,-77.0631387,Parque Rospigliosi 140,Pueblo Libre,En construcción,"28 de Febrero, 2025",Banco BCP,"['Lobby', 'Otros']",flat,TIPO3,Piso: 2,3,82.50 m2,"S/ 575,000"
2608,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2353-condominio-home-ii-etapa-cayma-arequipa-arequipa-edifica,Condominio HOME - II Etapa,-16.38201697655964,-71.5494758590901,Prolongación Los Arces 538 - Cayma,Cayma,En construcción,"15 de Agosto, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Cuarto servicio', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Parque privado', 'Sala Bar', 'Sala de Niños', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 6AF,Piso: 1,2,61.35 m2,"S/ 465,344"
1168,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3324-edificio-fenix-jesus-maria-lima-lima-grupo-cygnus,Edificio Fenix,-12.0758662,-77.050578,"Av. Mello Franco 365, Jesus Maria",Jesus Maria,En planos,"31 de Julio, 2026",Banco BCP,"['Jardin de niños', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Otros']",flat,Tipo 3A,Pisos: Entre 4 al 16,3,67.78 m2,"S/ 466,326"
5558,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3334-residencial-green-life-chorrillos-lima-lima-verones-grupo-inmobiliario,Residencial Green Life,-12.176865728505682,-77.0041376935666,Los Gorriones 490,Chorrillos,En planos,"09 de Abril, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,102,Piso: 1,1,41.68 m2,"S/ 256,749"
714,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2322-las-palmas-chorrillos-2-chorrillos-lima-lima-besco,Las Palmas Chorrillos 2,-12.17238,-76.9961957,"Jirón Pléyades Nº372, Urb. La Campiña., Límite con Surco.",Chorrillos,Entrega inmediata,"23 de Diciembre, 2023",Banco Interbank,"['Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TORRE 1-1erPiso-TIPO 11,Piso: 1,3,68.70 m2,"S/ 378,300"
5452,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1693-mar-de-plata-ii-san-miguel-lima-lima-grupo-mg,Mar de Plata II,-12.0796903,-77.0817833,Avenida Universitaria 838,San Miguel,Entrega inmediata,"31 de Octubre, 2023","Banco BANBIF, Banco BCP, BBVA, Banco Interbank, Banco Scotiabank","['Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,3,Piso: 17,3,60.00 m2,"S/ 391,000"
3252,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2583-top-818-surquillo-lima-lima-inhouse,TOP 818,-12.1191429,-77.00485929999999,Av principal 818,Surquillo,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,1103,Piso: 11,3,68.57 m2,"S/ 543,104"
2055,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2253-invent-tirado-cercado-de-lima-lima-lima-invent,Invent Tirado,-12.073761134153749,-77.03228114034893,Tirado 629,Cercado de lima,En construcción,"31 de Diciembre, 2023",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,4 - I,Pisos: Entre 14 al 22,2,60.48 m2,"S/ 407,105"
5506,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2316-inizzio-santiago-de-surco-lima-lima-sembra-inmobiliaria,INIZZIO,-12.1137096,-76.99237699999999,Caminos del Inca 236,Santiago De Surco,En construcción,"30 de Septiembre, 2024",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,1305,Piso: 13,1,45.23 m2,"S/ 466,600"
4290,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2821-mandala-pueblo-libre-lima-lima-beca-inmobiliaria,Mandala,-12.0709073,-77.066846,"Jr. Abraham Valdelomar 522 - 528, Urb. San Bernardo - Pueblo Libre",Pueblo Libre,Entrega inmediata,"31 de Diciembre, 2023",Banco Scotiabank,"['Lobby', 'Piscina', 'Terraza', 'Zona de Parrillas']",flat,X04-C,Piso: 9,3,78.08 m2,"S/ 620,000"
5958,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2763-belisario-967-lince-lima-lima-grupo-sol,Belisario 967,-12.0832017,-77.0444768,Jiron Belisario flores 967 - 973,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,1102,Piso: 11,3,80.11 m2,"S/ 555,000"
1514,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2454-armonie-cuba-638-jesus-maria-lima-lima-binda-y-asociados,Armonie - Cuba 638,-12.0748836,-77.0423914,Av. Cuba 638,Jesus Maria,En construcción,"28 de Febrero, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,H,"Pisos: 9, 16, 20, 21",3,69.06 m2,"S/ 510,800"
1657,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3336-prada-jesus-maria-lima-lima-maxx-grupo-inmobiliario,PRADA,-12.0795016,-77.0499914,AV TIZON Y BUENO 639,Jesus Maria,En planos,"21 de Diciembre, 2025",Banco Scotiabank,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO 5 - 1005,Piso: 10,2,69.00 m2,"S/ 496,000"
2574,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2858-palmer-bre%C3%B1a-lima-lima-dym-grupo-inmobiliario,PALMER,-12.0597803,-77.0480946,jiron Jorge Chavez 1039 - 1045,Breña,En construcción,"30 de Junio, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 16,Piso: 12,3,61.55 m2,"S/ 332,800"
4708,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2796-family-apartments-la-victoria-lima-lima-hl-desarrollos-inmobiliarios,Family Apartments,-12.0841883,-77.0248373,Jr. Alberto Barton 270 Esq. Jr. Ricardo Flores,La Victoria,En construcción,"31 de Julio, 2025","Banco Pichincha, Otros","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 9,Pisos: Entre 2 al 14,2,47.88 m2,"S/ 338,400"
2627,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2911-residencial-real-etapa-2-la-victoria-lima-lima-paz,Residencial Real Etapa 2,-12.0726186,-77.0300678,"Jr. Francia N° 130, La Victoria",La Victoria,En construcción,"31 de Octubre, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,13,Pisos: Entre 2 al 18,2,65.88 m2,"S/ 349,121"
6352,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1976-simplicity-santiago-de-surco-lima-lima-akamai,Simplicity,-12.0903598,-76.9735504,manuel olguin 485,Santiago De Surco,En construcción,"09 de Octubre, 2024",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de usos Múltiples', 'Sauna', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,3,"Pisos: 7, 8, 11, 17",2,60.33 m2,"S/ 549,537"
5104,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2580-aldana-bella-la-victoria-lima-lima-stella-inmobiliaria,ALDANA BELLA,-12.0863505,-77.010325,AV LUIS ALDANA 255-257,La Victoria,En construcción,"31 de Agosto, 2024",Banco BCP,"['Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",duplex,Tipo 14,Piso: 9,3,82.27 m2,"S/ 581,998"
